address,category,subcategory,coords.lat,coords.lon,date,location
"Via Carlo Pisacane, 20129 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4709712,9.2111825,1/8/2019,lombardia-milano-milano
Via Cusago,FURTO,Furto Auto,45.4602953,9.077161981,2/26/2019,lombardia-milano-milano
"Piazza Duca d'Aosta, 8, 20124 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4837094,9.2039766,2/28/2019,lombardia-milano-milano
"Piazza S. Camillo de Lellis, 20124 Milano MI",FURTO,Furto Ciclo/Motociclo,45.482274,9.2032574,3/16/2018,lombardia-milano-milano
"Via Napo Torriani, 1, 20124 Milano MI",FURTO,Furto Ciclo/Motociclo,45.480412,9.2036337,2/15/2019,lombardia-milano-milano
"Via Esculapio, 20161 Milano MI",RAPINA,Rapina in Strada,45.5247694,9.1622941,2/27/2020,lombardia-milano-milano
"Via Mario Pagano, 71, 20145 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4675811,9.1602521,1/22/2020,lombardia-milano-milano
"Piazza Duca d'Aosta, 20124 Milano MI",RAPINA,Rapina in Strada,45.4846568,9.2024654,1/2/2019,lombardia-milano-milano
"Via Bernardo Quaranta, 40, 20139 Milano MI",FURTO,Furto Ciclo/Motociclo,45.436406,9.2058967,1/25/2019,lombardia-milano-milano
"Via Monte Ortigiara, 6, 20137 Milano MI",FURTO,Furto Ciclo/Motociclo,45.458546,9.218734,2/12/2018,lombardia-milano-milano
"Piazza Aquileia, 20144 Milano MI",FURTO,Furto Ciclo/Motociclo,45.461352,9.163661,2/26/2019,lombardia-milano-milano
"Corso Genova, 15, 20123 Milano MI",RAPINA,Rapina in Strada,45.4572857,9.1758576,2/1/2019,lombardia-milano-milano
"Via dei Transiti, 29, 20127 Milano MI",RAPINA,Rapina in Strada,45.4909521,9.2185116,3/7/2018,lombardia-milano-milano
"Via Giovanni Cimabue, 4, 20148 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4872151,9.1415906,2/1/2019,lombardia-milano-milano
"Via Conte Rosso, 18, 20134 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4825091,9.242559,1/25/2019,lombardia-milano-milano
"Via Giuseppe Meda, 28, 20141 Milano MI",FURTO,,45.4425493,9.1787946,3/8/2019,lombardia-milano-milano
"Via Rimini, 22, 20142 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4410514,9.171396965,2/27/2018,lombardia-milano-milano
"Via Abelardo Pecorini, 14, 20138 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4562874,9.249327,1/13/2018,lombardia-milano-milano
"Via Abelardo Pecorini, 20138 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4562874,9.249327,2/13/2018,lombardia-milano-milano
Viale Fulvio Testi,RAPINA,Rapina in Esercizio Commerciale,45.52836042,9.213229638,1/22/2020,lombardia-milano-milano
"Via Michelangelo Buonarroti, 22, 20149 Milano MI",RAPINA,Rapina in Strada,45.4730608,9.1554213,1/12/2018,lombardia-milano-milano
"Via Giovanni Ambrogio de Predis, 7, 20155 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4955387,9.153681,2/19/2020,lombardia-milano-milano
"Via Mecenate, 3, 20138 Milano MI",FURTO,Furto in Abitazione,45.4552476,9.2450445,1/31/2018,lombardia-milano-milano
"Via Mecenate, 71, 20138 Milano MI",FURTO,Furto in Abitazione,45.4552476,9.2450445,2/7/2019,lombardia-milano-milano
"Via Marco Bruto, 22, 20138 Milano MI",FURTO,Furto in Abitazione,45.4587628,9.2398048,3/31/2019,lombardia-milano-milano
"Via Mecenate, 103, 20138 Milano MI",FURTO,Furto in Abitazione,45.450149,9.2521735,1/22/2019,lombardia-milano-milano
"Piazza Sempione, 5, 20145 Milano MI",RAPINA,Rapina in Strada,45.475971,9.171347,1/26/2019,lombardia-milano-milano
"Via Padova, 166, 20132 Milano MI",RAPINA,Rapina in Strada,45.5006779,9.2359717,2/4/2019,lombardia-milano-milano
"Via Norico, 20138 Milano MI",FURTO,Furto Auto,45.4531521,9.2413446,3/19/2018,lombardia-milano-milano
"Via Zante, 21-19, 20138 Milano MI",FURTO,Furto in Abitazione,45.4548451,9.2473518,3/29/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 14-16, 20138 Milano MI",RAPINA,Rapina in Strada,45.4562874,9.249327,1/13/2018,lombardia-milano-milano
"Via Mecenate, 75, 20138 Milano MI",RAPINA,Rapina in Strada,45.4552476,9.2450445,1/14/2018,lombardia-milano-milano
"Largo la Foppa, 1, 20121 Milano MI",RAPINA,Rapina in Strada,45.47838,9.184308,1/3/2020,lombardia-milano-milano
"Via Marco Bruto, 22, 20138 Milano MI",FURTO,Furto Auto,45.4587628,9.2398048,1/5/2018,lombardia-milano-milano
"Via Toscolano, 20138 Milano MI",RAPINA,Rapina in Strada,45.4575969,9.2428087,1/19/2019,lombardia-milano-milano
"Via Alfonso Cossa, 29, 20138 Milano MI",FURTO,Furto in Abitazione,45.459746,9.2468984,2/12/2019,lombardia-milano-milano
"Via Telemaco Signorini, 14, 20154 Milano MI",RAPINA,Rapina in Strada,45.4870225,9.1559261,1/15/2018,lombardia-milano-milano
"Via Luigi Giuseppe Faravelli, 18, 20149 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4842545,9.1531889,1/14/2018,lombardia-milano-milano
"Via Zante, 21-19, 20138 Milano MI",FURTO,Furto in Abitazione,45.4548451,9.2473518,1/13/2018,lombardia-milano-milano
"Via Zante, 21-19, 20138 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4548451,9.2473518,3/18/2019,lombardia-milano-milano
"Via Mecenate, 78/B, 20138 Milano MI",FURTO,Furto in Abitazione,45.4552476,9.2450445,3/3/2018,lombardia-milano-milano
"Via Abelardo Pecorini, 4-10, 20138 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4562874,9.249327,1/14/2019,lombardia-milano-milano
"Via Cipriano Facchinetti, 6, 20138 Milano MI",FURTO,Furto in Abitazione,45.4616203,9.2413768,3/2/2018,lombardia-milano-milano
"Via Toscolano, 20138 Milano MI",FURTO,Furto in Abitazione,45.4575969,9.2428087,3/14/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 20138 Milano MI",FURTO,Furto Auto,45.4562874,9.249327,3/12/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 14-16, 20138 Milano MI",RAPINA,Rapina in Strada,45.4562874,9.249327,2/2/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 12, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,1/13/2020,lombardia-milano-milano
"Via Cipriano Facchinetti, 6, 20138 Milano MI",FURTO,Furto in Abitazione,45.4616203,9.2413768,2/22/2018,lombardia-milano-milano
"Via Cipriano Facchinetti, 2-4, 20138 Milano MI",FURTO,Furto in Abitazione,45.4616203,9.2413768,3/19/2018,lombardia-milano-milano
"Via Maria Montessori, 3, 20138 Milano MI",RAPINA,Rapina in Strada,45.46071056,9.239140482,3/26/2018,lombardia-milano-milano
"Via Attilio Regolo, 20138 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4568322,9.2395162,1/18/2018,lombardia-milano-milano
"Via Zante, 21-19, 20138 Milano MI",FURTO,Furto in Abitazione,45.4548451,9.2473518,1/30/2018,lombardia-milano-milano
"Corso Vercelli, 25, 20144 Milano MI",RAPINA,Rapina in Strada,45.4663236,9.1615087,1/14/2018,lombardia-milano-milano
"Via Ermanno Barigozzi, 12, 20138 Milano MI",FURTO,Furto in Abitazione,45.4594735,9.2446774,3/13/2018,lombardia-milano-milano
"Via Alfonso Cossa, 29, 20138 Milano MI",FURTO,Furto Auto,45.459746,9.2468984,2/14/2018,lombardia-milano-milano
"Via Marco Bruto, 1, 20138 Milano MI",FURTO,Furto in Abitazione,45.458373,9.2407682,2/14/2019,lombardia-milano-milano
"Via Cipriano Facchinetti, 6, 20138 Milano MI",FURTO,Furto Auto,45.4616203,9.2413768,2/6/2018,lombardia-milano-milano
"Via Marco Bruto, 20138 Milano MI",FURTO,Furto in Abitazione,45.458373,9.2407682,1/13/2018,lombardia-milano-milano
"Via Marco Bruto, 20138 Milano MI",FURTO,Furto in Abitazione,45.458373,9.2407682,1/31/2020,lombardia-milano-milano
"Via Maria Montessori, 4-10, 20138 Milano MI",FURTO,Furto Auto,45.4599584,9.2401461,3/6/2019,lombardia-milano-milano
"Via Norico, 20138 Milano MI",RAPINA,Rapina in Strada,45.4531521,9.2413446,2/3/2019,lombardia-milano-milano
"Via Alfonso Cossa, 14-18, 20138 Milano MI",FURTO,Furto in Abitazione,45.459746,9.2468984,2/1/2018,lombardia-milano-milano
"Via Mecenate, 86, 20138 Milano MI",FURTO,Furto in Abitazione,45.4552476,9.2450445,2/16/2018,lombardia-milano-milano
"Via Norico, 3-1, 20138 Milano MI",FURTO,Furto in Abitazione,45.4531521,9.2413446,3/17/2018,lombardia-milano-milano
"Via Maria Montessori, 14, 20138 Milano MI",FURTO,Furto in Abitazione,45.4598282,9.240456,2/2/2018,lombardia-milano-milano
"Via Cipriano Facchinetti, 2, 20138 Milano MI",RAPINA,Rapina in Strada,45.4616203,9.2413768,2/28/2018,lombardia-milano-milano
"Via Toscolano, 1, 20138 Milano MI",FURTO,Furto in Abitazione,45.4588171,9.2423654,1/13/2018,lombardia-milano-milano
"Via Abelardo Pecorini, 12, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,1/13/2018,lombardia-milano-milano
"Via Maria Montessori, 14, 20138 Milano MI",RAPINA,Rapina in Strada,45.4598282,9.240456,1/23/2018,lombardia-milano-milano
"Via Maria Montessori, 2-4, 20138 Milano MI",RAPINA,Rapina in Strada,45.4599584,9.2401461,2/14/2019,lombardia-milano-milano
"Via Cipriano Facchinetti, 2, 20138 Milano MI",FURTO,Furto in Abitazione,45.4616203,9.2413768,1/16/2019,lombardia-milano-milano
"Via Mecenate, 150, 20138 Milano MI",FURTO,Furto in Abitazione,45.4552476,9.2450445,1/10/2020,lombardia-milano-milano
"Via Cipriano Facchinetti, 6, 20138 Milano MI",FURTO,Furto in Abitazione,45.4616203,9.2413768,1/10/2019,lombardia-milano-milano
"Viale Enrico Forlanini, 4, 20138 Milano MI",FURTO,Furto Auto,45.4619257,9.2383586,1/12/2018,lombardia-milano-milano
"Via Alfonso Cossa, 29, 20138 Milano MI",FURTO,Furto in Abitazione,45.459746,9.2468984,3/15/2018,lombardia-milano-milano
"Via Mecenate, 89, 20138 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4520473,9.2496322,3/27/2019,lombardia-milano-milano
"Via Antonio Berlese, 3-1, 20138 Milano MI",FURTO,Furto Auto,45.4522685,9.2382608,2/6/2019,lombardia-milano-milano
"Piazza Artigianato, 20138 Milano MI",RAPINA,Rapina in Strada,45.4610094,9.244199,1/31/2020,lombardia-milano-milano
"Via Toscolano, 1, 20138 Milano MI",FURTO,Furto in Abitazione,45.4588171,9.2423654,1/12/2019,lombardia-milano-milano
"Via Maria Montessori, 13-11, 20138 Milano MI",RAPINA,Rapina in Strada,45.4599584,9.2401461,2/24/2019,lombardia-milano-milano
"Viale Enrico Forlanini, 65, 20134 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4620865,9.2441154,1/23/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 9-1, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,2/13/2018,lombardia-milano-milano
"Via Marco Bruto, 14, 20138 Milano MI",FURTO,Furto Auto,45.458373,9.2407682,2/18/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 3, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,3/12/2018,lombardia-milano-milano
"Via Abelardo Pecorini, 8, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,1/14/2020,lombardia-milano-milano
"Via Alessandro Mazzucotelli, 4-16, 20138 Milano MI",FURTO,Furto Auto,45.4598745,9.2452136,3/12/2018,lombardia-milano-milano
"Via Cipriano Facchinetti, 20138 Milano MI",FURTO,Furto Auto,45.4616203,9.2413768,3/13/2019,lombardia-milano-milano
"Via Pietro Mascagni, 20, 20122 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4662152,9.2035683,1/14/2018,lombardia-milano-milano
Capolinea M1 Bisceglie,RAPINA,Rapina in Strada,45.45492578,9.112667179,3/9/2018,lombardia-milano-milano
"Via Abelardo Pecorini, 3/F, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,2/25/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 4, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,1/13/2018,lombardia-milano-milano
"Via Zante, 19-17, 20138 Milano MI",FURTO,Furto in Abitazione,45.4548451,9.2473518,3/14/2018,lombardia-milano-milano
"Via Decorati Al Valor Civile, 14, 20138 Milano MI",FURTO,Furto in Abitazione,45.4587826,9.2436195,2/13/2018,lombardia-milano-milano
"Viale Tibaldi, 35, 20136 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4442762,9.1821591,2/21/2020,lombardia-milano-milano
"Viale Ungheria, 29, 20138 Milano MI",FURTO,Furto in Abitazione,45.4472988,9.2545256,3/31/2018,lombardia-milano-milano
"Via Norico, 20138 Milano MI",RAPINA,Rapina in Strada,45.4531521,9.2413446,2/2/2019,lombardia-milano-milano
"Via Conservatorio, 22, 20122 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4658095,9.2028477,1/14/2018,lombardia-milano-milano
"Via Toscolano, 1, 20138 Milano MI",FURTO,Furto in Abitazione,45.4588171,9.2423654,3/14/2018,lombardia-milano-milano
"Via Paolo Mezzanotte, 4, 20141 Milano MI",RAPINA,Rapina in Strada,45.4261756,9.2106078,1/18/2018,lombardia-milano-milano
"Via Toscolano, 6-12, 20138 Milano MI",RAPINA,Rapina in Strada,45.4575969,9.2428087,3/6/2018,lombardia-milano-milano
"Via Alessandro Mazzucotelli, 4-16, 20138 Milano MI",FURTO,Furto in Abitazione,45.4598745,9.2452136,1/2/2018,lombardia-milano-milano
"Via Mecenate, 6, 20138 Milano MI",FURTO,Furto in Abitazione,45.4564383,9.2425505,3/13/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 1, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,3/14/2019,lombardia-milano-milano
"Via Ermanno Barigozzi, 19-17, 20138 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4594735,9.2446774,2/13/2018,lombardia-milano-milano
"Piazza Guglielmo Oberdan, 20129 Milano MI",RAPINA,Rapina in Strada,45.4744101,9.2045439,1/25/2019,lombardia-milano-milano
"Via Giuseppe Meda, 28, 20141 Milano MI",RAPINA,Rapina in Strada,45.4425493,9.1787946,3/8/2019,lombardia-milano-milano
"Via Toscolano, 6-12, 20138 Milano MI",FURTO,Furto in Abitazione,45.4575969,9.2428087,2/23/2018,lombardia-milano-milano
"Via Maria Montessori, 12, 20138 Milano MI",RAPINA,Rapina in Strada,45.4593701,9.2406572,3/7/2018,lombardia-milano-milano
"Via Alfonso Cossa, 4-8, 20138 Milano MI",FURTO,Furto in Abitazione,45.459746,9.2468984,3/18/2018,lombardia-milano-milano
"Via Norico, 20138 Milano MI",FURTO,Furto Auto,45.4531521,9.2413446,1/12/2019,lombardia-milano-milano
"Via Mecenate, 115, 20138 Milano MI",FURTO,Furto in Abitazione,45.4479072,9.2552329,2/9/2020,lombardia-milano-milano
"Via Ermanno Barigozzi, 23-19, 20138 Milano MI",FURTO,Furto Auto,45.4594735,9.2446774,2/1/2018,lombardia-milano-milano
"Via Alfonso Cossa, 14-18, 20138 Milano MI",FURTO,Furto Auto,45.459746,9.2468984,1/1/2018,lombardia-milano-milano
"Via Toscolano, 20138 Milano MI",FURTO,Furto in Abitazione,45.4575969,9.2428087,2/23/2018,lombardia-milano-milano
"Via Abelardo Pecorini, 14-16, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,1/13/2020,lombardia-milano-milano
"Via Zante, 34, 20138 Milano MI",FURTO,Furto in Abitazione,45.4548451,9.2473518,1/29/2018,lombardia-milano-milano
"Via Gaetano Previati, 38, 20149 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4710845,9.1481727,1/14/2018,lombardia-milano-milano
"Via Pietro Boifava, 4, 20142 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4268144,9.1701765,3/3/2018,lombardia-milano-milano
"Via Matteo Civitali, 45, 20148 Milano MI",RAPINA,Rapina in Abitazione,45.4737939,9.1304348,2/5/2019,lombardia-milano-milano
"Via Zante, 11-9, 20138 Milano MI",FURTO,Furto in Abitazione,45.4548451,9.2473518,3/26/2018,lombardia-milano-milano
"Via Zante, 16, 20138 Milano MI",FURTO,Furto Auto,45.4548451,9.2473518,1/15/2018,lombardia-milano-milano
"Via Cipriano Facchinetti, 2-4, 20138 Milano MI",FURTO,Furto in Abitazione,45.4616203,9.2413768,1/3/2018,lombardia-milano-milano
"Via Decorati Al Valor Civile, 21, 20138 Milano MI",FURTO,Furto Auto,45.4587826,9.2436195,1/31/2018,lombardia-milano-milano
"Via Dalmazia, 20138 Milano MI",FURTO,Furto Auto,45.4585414,9.2452534,2/19/2018,lombardia-milano-milano
"Via Alfonso Cossa, 2, 20138 Milano MI",FURTO,Furto in Abitazione,45.459746,9.2468984,1/26/2018,lombardia-milano-milano
"Via Zante, 3-1, 20138 Milano MI",FURTO,Furto in Abitazione,45.4548451,9.2473518,3/26/2018,lombardia-milano-milano
"Via Mecenate, 115, 20138 Milano MI",FURTO,Furto in Abitazione,45.4479072,9.2552329,3/19/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 14-16, 20138 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4562874,9.249327,2/22/2019,lombardia-milano-milano
"Via Zante, 14-20, 20138 Milano MI",FURTO,Furto Auto,45.4548451,9.2473518,2/17/2019,lombardia-milano-milano
"Via Mecenate, 38, 20138 Milano MI",FURTO,Furto in Abitazione,45.4552476,9.2450445,1/13/2018,lombardia-milano-milano
"Via Zante, 21-19, 20138 Milano MI",FURTO,Furto in Abitazione,45.4548451,9.2473518,1/29/2018,lombardia-milano-milano
"Via Mecenate, 20138 Milano MI",FURTO,Furto Auto,45.4501715,9.2497373,2/28/2019,lombardia-milano-milano
"Via Mecenate, 42-74, 20138 Milano MI",FURTO,Furto Auto,45.4552476,9.2450445,1/23/2019,lombardia-milano-milano
"Via Martirano, 35, 20152 Milano MI",FURTO,Furto Auto,45.4467436,9.0624969,1/25/2019,lombardia-milano-milano
"Via Mecenate, 5, 20138 Milano MI",RAPINA,Rapina in Strada,45.4552476,9.2450445,3/18/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 16, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,1/6/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 4, 20138 Milano MI",RAPINA,Rapina in Strada,45.4562874,9.249327,3/13/2019,lombardia-milano-milano
"Via Mecenate, 77, 20138 Milano MI",FURTO,Furto in Abitazione,45.4552476,9.2450445,3/19/2018,lombardia-milano-milano
"Via Maria Montessori, 2, 20138 Milano MI",RAPINA,Rapina in Strada,45.460471,9.2390435,1/13/2018,lombardia-milano-milano
"Via Mecenate, 79, 20138 Milano MI",FURTO,Furto Auto,45.4552476,9.2450445,2/3/2019,lombardia-milano-milano
"Via Mecenate, 115-113, 20138 Milano MI",FURTO,Furto Auto,45.4552476,9.2450445,2/13/2018,lombardia-milano-milano
"Via Abelardo Pecorini, 4-10, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,3/16/2019,lombardia-milano-milano
"Via Alessandro Mazzucotelli, 10, 20138 Milano MI",FURTO,Furto in Abitazione,45.4598745,9.2452136,2/16/2019,lombardia-milano-milano
"Via Alessandro Mazzucotelli, 18-46, 20138 Milano MI",FURTO,Furto Auto,45.4598745,9.2452136,1/13/2019,lombardia-milano-milano
"Via Toscolano, 1, 20138 Milano MI",FURTO,Furto in Abitazione,45.4588171,9.2423654,1/6/2018,lombardia-milano-milano
"Via Toscolano, 7-3, 20138 Milano MI",FURTO,Furto Auto,45.4575969,9.2428087,1/26/2018,lombardia-milano-milano
"Via Norico, 7, 20138 Milano MI",FURTO,Furto in Abitazione,45.4535971,9.2395147,3/17/2018,lombardia-milano-milano
"Via Alfonso Cossa, 4, 20138 Milano MI",FURTO,Furto in Abitazione,45.459746,9.2468984,2/12/2019,lombardia-milano-milano
"Via Mecenate, 20138 Milano MI",FURTO,Furto Auto,45.4501715,9.2497373,2/17/2019,lombardia-milano-milano
"Via Zante, 11-9, 20138 Milano MI",RAPINA,Rapina in Strada,45.4548451,9.2473518,2/10/2018,lombardia-milano-milano
"Piazza Enrico Bottini, 20133 Milano MI",RAPINA,Rapina in Strada,45.4850991,9.2358215,2/8/2020,lombardia-milano-milano
"Piazzale Stazione Genova, 20144 Milano MI",RAPINA,Rapina in Strada,45.4535605,9.1698928,3/26/2019,lombardia-milano-milano
"Corso Como, 11, 20154 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4821813,9.18722,2/20/2020,lombardia-milano-milano
"Via Senofonte, 20145 Milano MI",RAPINA,Rapina in Strada,45.4752568,9.1591415,1/28/2019,lombardia-milano-milano
"Corso di Porta Romana, 106, 20122 Milano MI",RAPINA,Rapina in Strada,45.4530661,9.2007389,1/6/2020,lombardia-milano-milano
"Via Comasina, 91, 20161 Milano MI",RAPINA,Rapina in Strada,45.5300552,9.1626566,2/2/2020,lombardia-milano-milano
"Via Giuseppe Mazzini, 8, 20123 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.462878,9.1885099,3/6/2020,lombardia-milano-milano
"Via Abelardo Pecorini, 8-10, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,1/14/2020,lombardia-milano-milano
"Via Mecenate, 84, 20138 Milano MI",FURTO,Furto Auto,45.4511468,9.248867833,1/16/2018,lombardia-milano-milano
"Via Cristina Belgioioso, 165, 20157 Milano MI",FURTO,Furto in Esercizio Commerciale,45.5178498,9.1189502,3/14/2020,lombardia-milano-milano
"Via Luigi Ornato, 113, 20162 Milano MI",FURTO,Furto Ciclo/Motociclo,45.5156212,9.1911111,2/18/2019,lombardia-milano-milano
"Via Osoppo, 7, 20148 Milano MI",RAPINA,Rapina in Strada,45.4691957,9.142969,1/28/2019,lombardia-milano-milano
"Via Zama, 19-17, 20138 Milano MI",FURTO,,45.4538268,9.2377501,2/4/2018,lombardia-milano-milano
"Via Cristina Belgioioso, 165, 20157 Milano MI",FURTO,Furto in Esercizio Commerciale,45.5178498,9.1189502,1/12/2020,lombardia-milano-milano
"Via Giovanni Pastorelli, 12, 20143 Milano MI",RAPINA,Rapina in Strada,45.446336,9.1599232,1/13/2020,lombardia-milano-milano
"Via Novara, 15, 20147 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4739701,9.1170249,1/10/2018,lombardia-milano-milano
"Via Michele Pericle Negrotto, 20157 Milano MI",FURTO,Furto in Abitazione,45.5029295,9.1474974,1/17/2018,lombardia-milano-milano
"Via Palanzone, 33, 20162 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.5189804,9.1962111,1/29/2019,lombardia-milano-milano
"Corso Como, 6, 20154 Milano MI",RAPINA,Rapina in Strada,45.4814862,9.1873301,3/16/2019,lombardia-milano-milano
"Piazza Armando Diaz, 6, 20123 Milano MI",FURTO,Furto Auto,45.4620857,9.1895009,2/12/2019,lombardia-milano-milano
"Piazza S. Materno, 5, 20131 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4889323,9.2266742,2/14/2020,lombardia-milano-milano
"Via Palanzone, 33, 20162 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.5189804,9.1962111,2/13/2019,lombardia-milano-milano
"Via Abelardo Pecorini, 8-10, 20138 Milano MI",FURTO,Furto in Abitazione,45.4562874,9.249327,2/5/2018,lombardia-milano-milano
"Corso Buenos Aires, Via Nicola Piccinni, 3, 20131 Milano MI",FURTO,Furto in Esercizio Commerciale,45.483289,9.214177,3/4/2020,lombardia-milano-milano
Viale Friuli,FURTO,Furto in Abitazione,45.4536085,9.2127305,1/27/2021,lombardia-milano-milano
"Via Paolo Lomazzo, 22, 20154 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4824838,9.171868,2/5/2021,lombardia-milano-milano
"Via Giovanni Battista Grassi, 4, 20157 Milano MI",RAPINA,Rapina in Strada,45.5120875,9.1276458,1/12/2019,lombardia-milano-milano
"Via Pietro Andrea Saccardo, 31, 20134 Milano MI",RAPINA,Rapina in Strada,45.4815812,9.2439943,1/13/2019,lombardia-milano-milano
"Via Carlo Farini, 41, 20159 Milano MI",RAPINA,Rapina in Strada,45.4905855,9.18323798,3/12/2019,lombardia-milano-milano
"Piazza Prealpi, 20155 Milano MI",RAPINA,Rapina in Strada,45.4950686,9.1541203,1/14/2019,lombardia-milano-milano
"Via Jacopo Palma, 31, 20146 Milano MI",FURTO,Furto Auto,45.4648803,9.1383785,1/8/2018,lombardia-milano-milano
"Via Privata Parma, Milano",RAPINA,Rapina in Strada,45.427194,9.250745,1/13/2021,lombardia-milano-milano
"Piazza Leonardo da Vinci, 20133 Milano MI",RAPINA,Rapina in Strada,45.4768959,9.2263867,1/22/2021,lombardia-milano-milano
"Via Casoretto, 30/A, 20131 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4888052,9.2260707,1/4/2021,lombardia-milano-milano
"Via Vittor Pisani, 19, 20124 Milano MI",RAPINA,Rapina in Strada,45.483058,9.2009409,1/10/2019,lombardia-milano-milano
"Alzaia Naviglio Grande, 34, 20144 Milano MI",FURTO,Furto Ciclo/Motociclo,45.45189995,9.173062286,2/5/2021,lombardia-milano-milano
Via Monte Leone,RAPINA,Rapina in Strada,45.4747461,9.149839,2/16/2021,lombardia-milano-milano
Viale Zara,RAPINA,Rapina in Strada,45.49581795,9.194663184,1/6/2021,lombardia-milano-milano
"Via Luigi Porro Lambertenghi, 14, 20159 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4891065,9.1874453,3/7/2019,lombardia-milano-milano
"Via Mac Mahon, 22, 20155 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.490839,9.1621082,1/29/2018,lombardia-milano-milano
"Viale Monza, 311, 20126 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.517042,9.2258294,1/26/2020,lombardia-milano-milano
"Viale Monza, 212, 20128 Milano MI",RAPINA,Rapina in Strada,45.5115743,9.2245741,3/14/2019,lombardia-milano-milano
"Via Nikolajevka, 4, 20152 Milano MI",RAPINA,Rapina in Strada,45.4567308,9.1066199,1/17/2019,lombardia-milano-milano
"Viale Monza, 338, 20128 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.5229633,9.2281616,2/2/2019,lombardia-milano-milano
"Via Pietro Borsieri, 16, 20159 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4869267,9.188807,1/3/2021,lombardia-milano-milano
"Piazza Guglielmo Oberdan, 3, 20129 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4751789,9.2050515,1/25/2019,lombardia-milano-milano
Via Michelangelo Buonarroti,FURTO,,45.466989,9.1551599,2/5/2021,lombardia-milano-milano
Via Gian Carlo Castelbarco,RAPINA,Rapina in Esercizio Commerciale,45.4478017,9.1865134,1/19/2021,lombardia-milano-milano
"Via Carlo De Angeli, 1, 20141 Milano MI",FURTO,Furto Ciclo/Motociclo,45.44297905,9.197549133,1/29/2021,lombardia-milano-milano
"Viale Col di Lana, 20136 Milano MI",FURTO,Furto in Abitazione,45.4519746,9.1848364,1/28/2018,lombardia-milano-milano
"Via Antonio Mambretti, 20, 20157 Milano MI",FURTO,Furto Auto,45.5093176,9.1319049,1/25/2020,lombardia-milano-milano
