address,category,subcategory,coords.lat,coords.lon,date,location
"Via Melchiorre Gioia, Stazione Centrale",RAPINA,Rapina in Strada,45.4888707,9.2004887,3/21/2022,lombardia-milano-milano
"Via Giovanni Battista Pirelli, Stazione Centrale",FURTO,Furto Auto,45.4841228,9.2001409,3/23/2022,lombardia-milano-milano
"Corso Venezia, Porta Venezia",FURTO,Furto in Abitazione,45.4712561,9.2018249,3/24/2022,lombardia-milano-milano
"Piazza Po, Milano",FURTO,Furto Ciclo/Motociclo,45.4625789,9.1578538,3/6/2022,lombardia-milano-milano
"Via Valtellina, Milano",FURTO,Furto Ciclo/Motociclo,45.4931647,9.1823676,3/19/2022,lombardia-milano-milano
"Via dei Missaglia, Gratosoglio",FURTO,Furto in Esercizio Commerciale,45.4117227,9.1748842,3/27/2022,lombardia-milano-milano
"Via Giovanni Antonio Amadeo, CittÃ  Studi",RAPINA,Rapina in Esercizio Commerciale,45.4709711,9.2324152,3/26/2022,lombardia-milano-milano
"Medaglie D'Oro 2, 20135 Milano MI",FURTO,Furto Auto,45.451819,9.203048,3/20/2022,lombardia-milano-milano
Via Giuseppe Prina,FURTO,Furto Ciclo/Motociclo,45.4803255,9.1688597,3/3/2022,lombardia-milano-milano
"Piazzale Lodi, Milano MI",FURTO,Furto Ciclo/Motociclo,45.447021,9.210233,3/27/2022,lombardia-milano-milano
Via Cesalpino,FURTO,Furto Ciclo/Motociclo,45.5076215,9.232897,3/4/2022,lombardia-milano-milano
Via Padova,FURTO,Furto Ciclo/Motociclo,45.5026549,9.238589,3/24/2022,lombardia-milano-milano
"Via Privata Cuccagna, 2/4, 20135 Milano MI",FURTO,Furto Ciclo/Motociclo,45.451074,9.211351,3/28/2022,lombardia-milano-milano
"Via Eugenio Quarti, Baggio",FURTO,,45.4694584,9.0915472,3/27/2022,lombardia-milano-milano
"Alzaia Naviglio Grande, Barona",RAPINA,Rapina in Strada,45.4463032,9.1483425,3/25/2022,lombardia-milano-milano
"Via Venezuela, Gallaratese",FURTO,,45.4948782,9.1252211,3/26/2022,lombardia-milano-milano
"Via Giovanni Pacini, 76, 20131 Milano MI",FURTO,Furto Ciclo/Motociclo,45.484418,9.235585,3/22/2022,lombardia-milano-milano
"Piazza Po, Milano",FURTO,Furto Ciclo/Motociclo,45.4625789,9.1578538,3/6/2022,lombardia-milano-milano
Via Feltre,FURTO,Furto Ciclo/Motociclo,45.4912755,9.2424405,3/15/2022,lombardia-milano-milano
Piazza Angelo Sraffa,FURTO,Furto Ciclo/Motociclo,45.4490669,9.1879443,3/4/2022,lombardia-milano-milano
"Viale Umbria, Porta Vittoria",RAPINA,Rapina in Strada,45.4544255,9.2156899,3/27/2022,lombardia-milano-milano
"Piazza Quattro Novembre, Stazione Centrale",FURTO,,45.4866303,9.2023975,3/27/2022,lombardia-milano-milano
"Via Padova, 136-140, 20132 Milano MI",FURTO,Furto Ciclo/Motociclo,45.497587,9.231871,3/16/2022,lombardia-milano-milano
Viale Abruzzi,FURTO,Furto Ciclo/Motociclo,45.4794952,9.2169333,3/16/2022,lombardia-milano-milano
"Via Sant'Andrea, Montenapoleone",FURTO,,45.4681746,9.1953068,3/27/2022,lombardia-milano-milano
Via Medici,FURTO,Furto Ciclo/Motociclo,45.4608877,9.1810126,3/31/2022,lombardia-milano-milano
Viale Monza,FURTO,Furto Ciclo/Motociclo,45.505196,9.222349,3/30/2022,lombardia-milano-milano
Corso San Gottardo,RAPINA,Rapina in Strada,45.4495961,9.179811,3/28/2022,lombardia-milano-milano
"Via Giovanni Boccaccio, 20123 Milano MI",FURTO,Furto Ciclo/Motociclo,45.467674,9.171273,3/29/2022,lombardia-milano-milano
"Corso Lodi, Corvetto",RAPINA,Rapina in Esercizio Commerciale,45.4402875,9.2241686,3/29/2022,lombardia-milano-milano
"Piazzale Lugano, Bovisa",FURTO,Furto Auto,45.4983113,9.1649876,3/29/2022,lombardia-milano-milano
"Via Padova, Cimiano",FURTO,Furto in Esercizio Commerciale,45.5026549,9.238589,3/29/2022,lombardia-milano-milano
"Via Angelo Fava, Greco",RAPINA,Rapina in Strada,45.4981508,9.2049694,3/30/2022,lombardia-milano-milano
"Via Numa Pompilio, Porta Magenta",FURTO,Furto in Abitazione,45.4596132,9.1695395,3/28/2022,lombardia-milano-milano
"Piazza Leonardo da Vinci, 32, 20133 Milano MI",FURTO,Furto Ciclo/Motociclo,45.478735,9.227061,3/29/2022,lombardia-milano-milano
"Corso Lodi, Milano",RAPINA,Rapina in Esercizio Commerciale,45.445658,9.2131335,3/29/2022,lombardia-milano-milano
"Piazza Duca d'Aosta, Stazione Centrale",RAPINA,Rapina in Strada,45.4848268,9.2023322,3/30/2022,lombardia-milano-milano
"Via ArquÃ , Casoretto",RAPINA,Rapina in Strada,45.4932807,9.2271808,3/29/2022,lombardia-milano-milano
"Via Alessio di Tocqueville, Garibaldi",RAPINA,Rapina in Strada,45.4844806,9.1873881,3/31/2022,lombardia-milano-milano
"Viale Ungheria, 20138 Milano MI",FURTO,Furto Auto,45.445955,9.248737,3/20/2022,lombardia-milano-milano
"Cimiano, 20132 Milano MI",FURTO,Furto Auto,45.500198,9.241437,3/30/2022,lombardia-milano-milano
"Via Roberto Sarfatti, 25, 20136 Milano MI",FURTO,,45.448617,9.1898,1/27/2021,lombardia-milano-milano
"Viale Bligny, 22, 20136 Milano MI",FURTO,,45.451037,9.1897,3/10/2022,lombardia-milano-milano
"Via Roberto Sarfatti, 25, 20136 Milano MI",FURTO,Furto in Esercizio Commerciale,45.448647,9.189806,3/1/2022,lombardia-milano-milano
"Piazza Angelo Sraffa, 20136 Milano MI",FURTO,Furto Ciclo/Motociclo,45.449117,9.188656,3/28/2022,lombardia-milano-milano
"Via Roberto Sarfatti, 25, 20136 Milano MI",FURTO,Furto in Esercizio Commerciale,45.448647,9.189806,3/20/2022,lombardia-milano-milano
"Via Roberto Sarfatti, 25, 20136 Milano MI",FURTO,Furto in Esercizio Commerciale,45.448647,9.189806,1/12/2022,lombardia-milano-milano
"Via Ferdinando Bocconi, 3, 20136 Milano MI",FURTO,Furto in Esercizio Commerciale,45.450656,9.190566,3/2/2022,lombardia-milano-milano
"Via Giuseppe Toniolo, 2, 20136 Milano MI",FURTO,Furto Ciclo/Motociclo,45.449493,9.189494,3/3/2022,lombardia-milano-milano
"Piazza Angelo Sraffa, 20136 Milano MI",FURTO,,45.449117,9.188656,2/2/2022,lombardia-milano-milano
"Metro Cadorna, Milano",FURTO,,45.467989,9.175914,3/23/2022,lombardia-milano-milano
Milan,FURTO,Furto in Esercizio Commerciale,45.4642,9.19,3/31/2022,lombardia-milano-milano
Via Belgioioso,FURTO,Furto in Esercizio Commerciale,45.4905,9.163,1/29/2022,lombardia-milano-milano
Milan,FURTO,Furto Auto,45.4668,9.1905,1/11/2021,lombardia-milano-milano
Milan,FURTO,Furto Auto,45.485213,9.2043,1/11/2021,lombardia-milano-milano
Milan,FURTO,Furto in Esercizio Commerciale,45.463619,9.18812,1/28/2019,lombardia-milano-milano
Milan,FURTO,Furto Auto,45.4668,9.1905,2/9/2020,lombardia-milano-milano
Milan,FURTO,Furto in Esercizio Commerciale,45.463619,9.18812,3/28/2019,lombardia-milano-milano
Milan,FURTO,Furto Auto,45.4668,9.1905,1/28/2020,lombardia-milano-milano
Milan,FURTO,Furto Auto,45.464204,9.189982,3/5/2018,lombardia-milano-milano
"Via Legnone Ang, Viale Edoardo Jenner, 20158 Milano MI",FURTO,Furto in Esercizio Commerciale,45.498109,9.181693,1/17/2021,lombardia-milano-milano
"Corso di Porta Ticinese, 96, 20123 Milano MI",FURTO,Furto Ciclo/Motociclo,45.454041,9.180457,3/19/2022,lombardia-milano-milano
"Via Sebino, 13, 20137 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.451262,9.220666,2/6/2022,lombardia-milano-milano
